rowid	mod-7	mod-12	mod-13	mod-14	mod-23	mod-109	mod-110	mod-111	mod-114	mod-127	mod-128	mod-131	CD34	CD68	CNP	GFAP	MBP	OLIG2	PC1
projid20798913	0.114614	-0.047141	-0.106735	-0.083067	-0.073100	0.098473	0.098640	0.032474	0.059723	-0.102751	-0.088281	-0.095859	-0.003054	0.128505	0.058607	-0.010519	0.064531	0.022916	0.031316
projid20800682	-0.032844	-0.029043	-0.090636	-0.047163	0.013550	-0.028109	-0.041715	-0.002484	0.106196	-0.025463	-0.000172	-0.012067	0.012245	0.093331	-0.064853	0.032991	-0.051710	-0.141259	0.041888
projid20821943	-0.000473	-0.017751	-0.023914	0.015970	0.001118	0.008850	-0.020745	0.003131	0.035142	-0.026900	-0.009259	-0.004076	0.072439	0.002346	-0.003304	0.048655	-0.104554	-0.034042	0.009172
projid20834164	-0.022867	-0.007971	-0.001601	-0.009977	0.029436	0.008213	0.023189	0.030972	-0.026733	0.039064	0.055857	0.033218	0.002233	-0.028635	0.027889	0.029535	0.002522	-0.003977	0.005254
projid20865035	-0.094330	-0.056199	-0.000457	0.015460	0.002229	-0.014540	0.009679	0.049595	0.019453	0.067605	0.015226	0.055779	0.052610	0.015844	0.014756	0.096911	-0.046199	-0.019931	0.043878
projid20898476	0.036112	-0.016970	-0.023925	0.017439	-0.023030	0.044902	0.026196	0.016667	0.017837	-0.024604	-0.027494	-0.004992	0.005870	-0.018384	0.020000	0.003760	0.035776	0.039708	0.004836
projid20904509	-0.005757	0.056130	0.051736	0.055741	-0.000406	-0.046462	-0.034408	-0.065695	-0.024266	-0.004052	-0.008815	-0.000763	-0.031122	-0.061918	-0.047676	-0.054381	0.003888	0.005790	-0.045744
projid20906079	-0.001845	-0.029092	0.007847	-0.067409	-0.075324	0.029291	0.064620	0.046329	0.007345	-0.022777	-0.013840	-0.066874	0.051249	-0.081502	0.097615	0.042876	-0.006750	0.093015	0.071881
projid20906493	-0.038947	-0.036659	0.005687	0.001593	-0.019167	-0.024376	-0.053367	-0.016808	0.045832	-0.002691	0.017966	0.011556	0.022781	0.049825	-0.032007	-0.004813	-0.091678	-0.038488	0.038391
projid20907246	0.007041	0.015587	0.012496	0.035942	-0.017689	-0.009272	-0.032261	-0.055310	0.010283	-0.031118	-0.020608	-0.005904	0.011941	0.017552	-0.030942	-0.009438	-0.034104	-0.014664	-0.027342
projid20914669	-0.022650	0.044698	0.055079	0.075695	0.021931	-0.049093	0.001967	-0.037246	-0.065957	0.059759	-0.001642	0.042834	-0.017985	-0.027024	-0.004772	-0.086464	0.088914	-0.003735	-0.047339
projid20922259	0.049333	0.003420	0.022130	0.002724	-0.008572	0.024598	-0.020086	-0.003677	-0.007658	-0.009201	0.014109	-0.012227	-0.041387	-0.050318	-0.009173	0.035890	-0.046828	-0.012919	0.002579
projid20925996	0.036807	-0.075436	-0.086471	-0.053694	-0.056407	0.103839	0.061653	0.090341	0.040999	-0.048072	-0.054776	-0.048290	0.046194	-0.013836	0.010496	0.005679	0.012084	0.051685	0.057947
projid20933324	0.065455	-0.010849	-0.024379	0.000132	-0.006482	0.053794	-0.003721	0.016707	0.016710	-0.041038	-0.006016	-0.023814	0.018480	0.009623	-0.005236	-0.016795	-0.002100	0.015211	0.001063
projid20939708	-0.004439	0.070886	0.056619	0.046937	0.048116	-0.055639	-0.023952	-0.075767	-0.035044	0.016285	0.074017	0.023434	-0.065672	-0.014622	-0.016723	-0.083820	0.009503	-0.019716	-0.070128
projid20942767	-0.014358	0.009312	-0.022255	0.008355	-0.002996	-0.014087	-0.047364	-0.029736	0.044983	-0.039398	-0.047940	-0.027012	-0.017864	0.084659	-0.062284	0.023326	0.029978	-0.025658	-0.008567
projid20944237	0.095184	0.084386	0.042857	0.002353	-0.009774	-0.029853	-0.046047	-0.090924	-0.021887	-0.062506	-0.012132	-0.046289	-0.091321	-0.023051	-0.004192	0.005425	-0.046673	-0.033482	-0.060494
projid20945666	0.002095	-0.017616	-0.019591	0.002314	-0.008866	0.028027	0.034312	0.022853	0.005127	-0.010020	0.011057	0.006218	0.040329	0.011306	0.017979	-0.007863	-0.028418	0.037084	0.014760
projid20946257	-0.038346	0.016858	0.039343	-0.045561	-0.026663	-0.018250	0.005244	-0.019705	0.012302	-0.009370	0.032015	-0.037827	0.001100	-0.009292	0.053095	-0.004686	-0.045313	-0.016430	0.024947
projid20946545	-0.010398	0.041494	-0.015462	-0.009819	0.064311	-0.052491	-0.046736	-0.030269	-0.020748	0.033978	0.017532	0.030081	-0.115365	0.008897	-0.030186	-0.026370	-0.058810	-0.085804	-0.027563
projid20956605	0.020962	0.021786	0.011920	0.029217	-0.009487	-0.012374	-0.000585	-0.049464	-0.009369	-0.022146	-0.050390	-0.008639	-0.049289	-0.009254	-0.018874	-0.015582	0.047688	-0.021389	-0.028439
projid20956867	-0.071795	0.044971	0.047734	0.058345	0.077574	-0.068121	-0.108561	-0.015690	-0.022935	0.084458	0.108746	0.087265	0.006958	0.056240	-0.092834	0.022214	-0.065471	-0.129579	-0.003806
projid20963578	-0.040314	-0.035840	0.012626	-0.011835	-0.021494	-0.012406	0.025516	-0.005345	0.034233	-0.009420	-0.040351	-0.012869	0.015316	0.022284	0.011237	0.054591	0.066895	-0.052323	0.018138
projid20966477	-0.048376	0.024077	0.053528	0.027430	0.045252	-0.042060	0.037618	0.006796	-0.061148	0.070832	0.057528	0.060408	0.021789	-0.013636	0.044428	-0.017186	0.080857	0.021857	-0.015794
projid20969088	-0.061734	0.052014	0.051359	0.025266	0.048709	-0.061706	-0.047236	-0.048831	-0.043143	0.063480	0.069867	0.036481	0.041609	0.057148	0.033219	-0.041483	-0.048000	-0.001283	-0.022134
projid20970441	0.027056	0.018634	0.026580	0.033261	-0.004106	-0.019585	0.002487	-0.040693	-0.016316	-0.016284	-0.031490	-0.016615	-0.001536	-0.014791	0.019494	0.038120	-0.020381	-0.004321	-0.031571
projid20974481	0.006945	0.046871	0.000045	0.045181	0.016942	-0.068492	-0.074031	-0.098938	0.040070	-0.046382	-0.038894	-0.014018	-0.071611	0.028970	-0.046330	0.035425	-0.033194	-0.114435	-0.059274
projid20977678	0.029100	-0.082642	-0.080406	-0.068554	-0.019158	0.106821	0.042907	0.109324	0.055186	-0.001162	0.066245	-0.007848	0.051896	-0.020529	0.018498	-0.009149	-0.030828	0.060837	0.075911
projid20983400	0.006769	0.005136	-0.009738	0.017007	0.007867	-0.001547	0.015601	-0.010985	-0.014146	0.004277	-0.044918	0.013466	0.048671	0.023118	0.001970	0.005513	0.017281	0.002449	-0.025811
projid20989910	-0.030345	0.109607	0.109845	0.113626	0.091276	-0.096519	-0.072491	-0.092484	-0.093942	0.058065	0.062947	0.075676	-0.045892	-0.019841	-0.029581	-0.074383	0.020648	-0.052749	-0.093158
projid20993308	-0.004363	0.008911	0.016341	0.012984	0.002946	0.003152	0.010718	-0.002722	-0.018117	0.000151	0.010596	0.010009	0.035704	-0.012501	-0.000730	0.038367	0.020947	0.030513	0.003868
projid20996621	0.069895	0.021548	0.008388	0.009254	-0.023472	0.008552	-0.028577	-0.052143	-0.000368	-0.068905	-0.073312	-0.049669	0.045051	-0.060528	-0.030569	0.017923	-0.010628	-0.004825	-0.032988
projid20998065	-0.056868	0.069615	0.080731	0.077959	0.094122	-0.084473	-0.017004	-0.038140	-0.103982	0.113924	0.087535	0.107395	0.036014	-0.012574	-0.009681	-0.104539	-0.000851	-0.040779	-0.068466
projid21000180	0.004729	0.049900	0.051891	0.057250	-0.010535	-0.077318	-0.017744	-0.073036	-0.000215	0.006350	0.037314	0.003202	-0.034292	0.009852	0.038417	-0.019053	-0.040252	-0.043255	-0.035075
projid21000504	-0.083666	-0.029862	0.006240	-0.022060	0.019904	-0.035221	0.004014	0.027271	0.005502	0.050469	0.033467	0.042473	0.015873	0.115143	0.018834	0.102875	-0.051658	0.019721	0.035963
projid21000630	0.044047	-0.045005	-0.073285	-0.084610	-0.061874	0.056480	-0.006184	0.037114	0.108075	-0.099256	-0.049038	-0.097290	0.051450	-0.003674	0.000086	0.069189	-0.032241	0.011097	0.052890
projid21001519	0.057691	-0.035946	-0.091045	-0.049008	0.006924	0.089541	-0.036006	0.048534	0.081648	-0.043013	0.027807	-0.025564	0.036357	-0.029573	-0.046676	-0.009119	-0.047554	-0.000953	0.020007
projid21001807	-0.020090	-0.032221	0.004898	0.003120	-0.025815	-0.007938	0.035109	0.018153	-0.005720	0.027091	-0.038252	0.015315	0.011916	0.050772	0.036903	0.015903	-0.010614	-0.011717	0.021107
projid21001933	-0.047618	0.021547	0.037996	0.050956	0.011249	-0.035469	-0.003006	-0.028989	-0.026776	0.023045	0.012695	0.032708	0.027015	0.015262	0.012949	-0.011962	0.083538	-0.003248	-0.011791
projid21002524	-0.062241	-0.047728	-0.013988	-0.003331	-0.006169	-0.002493	0.008577	0.044091	0.024829	0.027799	0.023237	0.026759	0.030490	0.095674	0.010254	0.066284	-0.034822	-0.009994	0.054025
projid21101658	0.010452	-0.035510	-0.076384	-0.027855	-0.010529	0.028971	0.068664	0.036837	0.052045	-0.032723	-0.023233	-0.014292	-0.004654	0.008053	0.058225	0.049712	0.058614	0.014066	0.021312
projid21112011	0.007902	0.010717	-0.010195	0.047665	0.026871	0.016162	-0.020881	-0.019839	0.008830	-0.005285	0.019418	0.040783	0.026121	-0.012436	-0.043618	-0.026193	-0.042569	-0.026389	-0.022776
projid21117192	-0.041997	0.023445	0.026260	0.014419	0.071617	-0.028301	-0.033603	0.008163	-0.055362	0.078376	0.108345	0.066191	0.005076	-0.022029	-0.024022	-0.055923	-0.044539	-0.003688	-0.013945
projid21126085	-0.014587	0.082034	0.078802	0.059526	0.076438	-0.060858	-0.075290	-0.056797	-0.081083	0.059058	0.074485	0.065042	-0.065119	-0.002593	-0.069515	-0.096867	-0.069807	-0.083301	-0.068404
projid21138877	-0.016135	0.049598	0.050909	0.009049	0.057757	-0.059103	-0.008581	-0.033997	-0.089716	0.036599	0.008579	0.048508	-0.124871	-0.066630	-0.043353	0.000453	0.041233	-0.090679	-0.070521
projid21140119	0.006153	-0.092614	-0.080507	-0.081320	-0.080366	0.080045	0.109998	0.086695	0.075280	-0.048513	-0.055924	-0.069934	0.033767	0.018063	0.076921	0.079715	0.008938	0.074946	0.080898
projid21155350	0.066093	-0.089906	-0.089677	-0.082442	-0.112313	0.096077	0.107747	0.066000	0.110557	-0.109993	-0.075208	-0.110322	0.090996	-0.001270	0.113082	0.083198	0.045753	0.045646	0.086109
projid21157370	-0.022822	-0.018130	-0.018053	-0.025509	-0.010851	-0.029593	0.030905	-0.007819	0.061922	-0.008723	0.026267	-0.010920	-0.013577	0.116695	0.017259	0.086672	0.041270	-0.001470	0.022398
projid21174303	0.053713	0.014226	0.000161	-0.030712	0.000288	0.021927	-0.021218	-0.016967	0.007844	-0.032572	-0.006152	-0.025220	0.023176	-0.014853	-0.009006	-0.052842	-0.073497	0.030098	-0.007055
projid21176459	0.011685	0.123057	0.086733	0.076984	0.077112	-0.089188	-0.085216	-0.109131	-0.099777	0.030477	0.021142	0.050774	0.004181	-0.050202	-0.059469	-0.021126	-0.000553	-0.048688	-0.120474
projid21181988	0.107166	0.023243	-0.028036	-0.010011	0.002911	0.051438	-0.028956	-0.012334	0.031300	-0.055599	-0.006236	-0.030848	-0.002573	-0.046789	-0.053771	-0.031915	-0.062805	-0.035125	-0.027228
projid21183160	-0.027209	-0.113319	-0.060224	-0.060389	-0.094698	0.024388	0.040524	0.054665	0.092424	-0.038368	-0.091864	-0.051647	0.068227	0.102101	0.028139	0.076064	-0.028955	-0.023391	0.090486
projid21185180	-0.025218	-0.032618	0.018207	0.037268	0.002170	0.004578	0.004621	0.022494	-0.018710	0.049620	0.016337	0.046084	0.040713	-0.025533	0.007412	-0.020983	-0.020940	0.054701	0.021065
projid21189544	0.053726	0.039878	-0.019693	0.009208	0.043536	0.004470	-0.072871	-0.033416	0.000201	-0.018273	0.008816	0.012457	-0.060726	-0.023225	-0.079139	0.031320	-0.004223	-0.059187	-0.052525
projid21191200	0.058596	0.055859	0.051229	0.024975	0.003590	-0.023177	-0.026358	-0.050522	-0.033107	-0.019100	-0.012495	-0.023136	-0.044279	-0.048118	-0.013946	-0.008333	-0.007677	-0.028771	-0.051966
projid21193068	-0.042588	0.080587	0.096828	0.097088	0.063802	-0.109219	-0.106030	-0.090545	-0.079651	0.057939	-0.003692	0.064592	-0.094669	-0.003454	-0.096655	0.057190	-0.022728	-0.128166	-0.098351
projid21232244	-0.008375	0.022586	0.065216	0.016926	-0.039978	-0.051947	0.010590	-0.049737	-0.023046	0.000193	-0.025069	-0.035777	0.014365	-0.041326	0.035822	-0.007031	0.080963	-0.012230	-0.011589
projid21272396	0.009353	0.018857	0.021505	0.005281	-0.017733	-0.016472	0.021697	-0.014351	0.005467	-0.009574	0.012448	-0.019628	0.001526	-0.072086	0.050013	-0.021864	0.019849	0.053111	0.001726
projid21274280	-0.047223	-0.030844	-0.052786	-0.060511	0.026911	0.006053	-0.026385	0.060732	0.024632	0.025796	0.012098	0.025984	-0.007536	0.046458	-0.037734	0.015165	-0.000598	0.007977	0.048147
projid21274866	0.028339	0.047158	0.020178	0.041623	0.025948	-0.014864	0.022373	-0.037008	-0.035456	-0.030343	-0.019062	0.003818	-0.003738	-0.053637	0.024229	-0.066415	0.053762	-0.000204	-0.055006
projid21293107	-0.049480	-0.081779	-0.033183	-0.035717	-0.075826	0.016459	0.022111	0.044646	0.067415	-0.016476	-0.049496	-0.045639	0.041769	0.094531	0.034184	0.112702	0.029376	0.014722	0.079496
projid21362537	-0.004168	0.072541	0.052375	0.105658	0.093082	-0.046401	-0.032444	-0.055710	-0.072557	0.066708	0.114095	0.089882	-0.022828	-0.005762	-0.053986	-0.097032	-0.021848	-0.021309	-0.084401
projid21402016	0.017214	0.069180	0.047131	0.042462	0.035673	-0.036168	0.011113	-0.037722	-0.054852	0.021582	0.032945	0.020743	-0.023465	-0.063523	0.022595	-0.043307	0.044883	-0.004235	-0.048935
projid21402304	0.015840	-0.032810	-0.021149	0.005360	-0.033051	0.025294	0.005125	0.003751	0.017001	-0.028886	-0.072569	-0.023250	-0.013035	0.003240	-0.024911	0.009750	0.038356	-0.049241	0.004515
projid21403733	-0.070029	-0.006170	0.017075	-0.039834	0.040268	-0.027538	-0.005578	0.028289	-0.027793	0.066897	0.043910	0.036850	-0.005506	0.008271	0.019668	-0.016262	-0.023934	0.007396	0.020278
projid21405627	-0.071063	-0.010720	-0.007219	0.000901	0.040893	-0.027658	0.025698	0.021450	-0.006040	0.054416	0.049977	0.034680	-0.057382	0.012538	0.003550	-0.044776	0.067471	-0.010056	0.008588
projid21407511	-0.000181	-0.001589	0.033924	0.004405	-0.052855	-0.013396	0.025849	-0.027068	0.009189	-0.012042	-0.062701	-0.030303	0.044968	-0.002979	0.049487	0.021894	-0.017956	0.003018	0.009234
projid21411297	0.043146	-0.035505	-0.029597	-0.073188	-0.055458	0.053976	0.045466	0.023479	0.043556	-0.062946	-0.032920	-0.072199	0.061938	-0.001836	0.067133	0.007059	-0.000127	0.030607	0.039431
projid21411323	-0.004415	0.027840	0.033010	0.020987	0.013478	-0.027428	0.022826	-0.017350	-0.042915	0.028057	-0.001769	0.013803	-0.012505	-0.051385	0.007529	-0.038404	0.124860	0.009979	-0.039165
projid21411459	0.015933	-0.000995	-0.013809	-0.001754	-0.034400	0.005335	-0.025325	-0.042177	0.058037	-0.069154	-0.019744	-0.041394	-0.012494	0.044005	-0.014580	0.068760	-0.058972	-0.008059	0.004492
projid21412752	-0.053339	-0.025262	-0.076752	0.004114	0.019667	-0.023492	-0.057108	-0.025820	0.076659	-0.046968	-0.026934	0.000034	-0.066789	0.052229	-0.058296	0.042022	-0.054970	-0.134961	-0.009612
projid21413181	-0.066361	-0.016828	0.045631	-0.015412	-0.019692	-0.041109	0.019584	0.000343	0.009935	0.026350	0.009538	-0.000837	0.023619	0.041682	0.045021	0.059340	-0.016109	-0.023641	0.025251
projid22101842	0.076090	0.085443	0.027477	0.003149	0.026671	-0.025356	-0.098335	-0.079085	-0.002748	-0.032005	0.039157	-0.005283	-0.025256	-0.015665	-0.081678	0.143946	-0.132209	-0.078234	-0.059076
projid22776575	-0.012546	-0.004428	0.020890	-0.021732	-0.012313	-0.003247	-0.010368	0.006356	-0.019704	0.006174	-0.013686	-0.014531	0.013690	-0.017310	-0.005471	-0.005673	-0.012321	-0.001241	0.008281
projid22868024	0.017101	-0.008808	0.004583	-0.006007	-0.036886	0.020282	-0.005580	-0.009329	0.014833	-0.038513	-0.038693	-0.036976	0.007957	-0.019831	-0.007493	0.045406	-0.032572	0.030159	0.014735
projid23004922	-0.058438	-0.042478	0.001847	0.017757	-0.018143	-0.025048	0.037175	0.025493	0.014839	0.030331	-0.027144	0.026539	0.049567	-0.045360	0.055419	0.017272	0.073392	-0.028028	0.035052
projid24039289	-0.029605	-0.035110	0.026728	-0.034649	-0.060179	0.019166	0.019635	0.028150	0.044438	-0.001917	0.052277	-0.046148	-0.056967	-0.065657	0.050459	-0.135199	-0.022019	0.026872	0.059821
projid24310553	-0.023260	-0.000115	0.020786	0.021952	-0.025210	-0.009912	-0.015585	-0.024657	0.002826	-0.005938	-0.026380	-0.013180	-0.011860	-0.025051	-0.001179	0.025398	-0.025024	-0.009771	0.005465
projid2525608	-0.073528	0.014269	0.042826	0.075740	0.026377	-0.063089	-0.004067	-0.034648	-0.013079	0.057827	0.021249	0.057655	0.019238	0.016086	0.017950	0.053153	0.001602	-0.019452	-0.023429
projid25300551	0.103978	0.024261	-0.019343	-0.014819	-0.012623	0.025699	-0.024880	-0.024094	0.025613	-0.055691	-0.021712	-0.028231	-0.056475	0.026313	-0.016826	0.016494	-0.103266	0.037974	-0.020401
projid25580771	0.073609	-0.052637	-0.038008	-0.077814	-0.065684	0.070518	0.055595	0.046598	0.070538	-0.032870	0.011475	-0.074346	0.152968	0.069516	0.051283	-0.002278	0.002316	0.015441	0.064610
projid27313862	-0.035528	0.032284	0.062077	0.026791	-0.011087	-0.037415	0.028746	-0.025535	-0.025405	0.006921	0.006276	0.003437	0.010702	-0.047133	0.057675	-0.038063	0.024486	0.042328	0.001025
projid2899847	-0.064136	-0.005118	-0.012770	0.025128	0.023511	-0.015365	-0.002728	0.023535	0.014891	0.034458	0.047972	0.039175	0.046919	-0.017684	0.015508	0.005603	0.053184	-0.007853	0.014778
projid29933130	0.057156	-0.000676	-0.044347	-0.008530	-0.004832	0.050331	0.009129	0.030591	0.024597	-0.032190	0.000177	-0.018170	-0.025325	-0.020298	0.003722	0.011425	0.001845	0.040897	0.004169
projid30819298	0.036841	-0.063570	-0.005976	-0.058750	-0.057231	0.087717	0.085895	0.092386	0.017816	0.013555	0.025847	-0.029920	0.052398	-0.070197	0.062802	-0.003812	-0.006038	0.060031	0.078032
projid31509843	0.011401	-0.015492	0.055984	-0.017892	-0.072154	-0.014822	0.042490	-0.001866	0.001443	-0.005900	-0.021106	-0.051091	0.029376	-0.024986	0.090365	0.030859	-0.019452	0.081028	0.026064
projid31756046	-0.038114	-0.031369	-0.001078	-0.013877	-0.032767	0.022295	0.015506	0.048823	0.033056	0.021486	0.006719	-0.022129	0.040225	0.025322	0.031400	-0.015618	-0.000111	0.012717	0.056221
projid31908032	0.007617	-0.004955	-0.008360	-0.035383	-0.031157	0.003240	0.000180	-0.002317	0.033341	-0.021730	-0.012094	-0.031791	-0.087199	0.039026	0.009560	0.006088	-0.019107	0.039090	0.028410
projid32971269	0.018019	-0.003443	-0.009519	-0.020133	-0.025471	0.022087	-0.006934	-0.024823	0.027537	-0.053267	-0.058251	-0.054373	-0.017350	0.029998	0.021010	0.037103	-0.021829	-0.000638	-0.000693
projid33411712	0.015027	-0.050978	-0.058068	-0.063650	-0.065154	0.053462	-0.021358	0.018399	0.080953	-0.047906	-0.041650	-0.070381	0.006365	0.073324	-0.023506	0.003165	-0.028590	-0.037358	0.050495
projid33477756	-0.031122	0.024180	0.017379	0.020956	0.021629	-0.032643	-0.046674	-0.004972	-0.024243	0.022411	0.013633	0.025448	-0.053881	0.049051	-0.027063	0.017725	-0.002193	0.022798	-0.007938
projid34962204	-0.032555	-0.002391	0.010470	-0.015533	0.036439	-0.008933	-0.032803	0.024647	-0.028779	0.028106	0.053112	0.030309	-0.019965	-0.004825	-0.021372	-0.035527	-0.057483	-0.044511	-0.000306
projid35286551	0.005306	-0.001330	0.008550	-0.034383	-0.015713	0.013707	-0.055334	0.016983	-0.012592	0.003907	-0.003350	-0.028029	-0.014535	-0.007112	-0.058403	0.031970	-0.005483	0.015903	0.013750
projid35941263	0.068600	-0.033247	-0.042754	-0.015579	-0.031567	0.063885	0.071449	0.044303	0.025230	-0.043966	-0.032041	-0.031509	0.075158	-0.015704	0.070231	0.006935	0.058470	0.056378	0.024279
projid36379623	-0.026147	-0.029418	-0.025202	-0.031090	-0.056194	-0.006735	-0.028220	-0.037498	0.079052	-0.079552	-0.075691	-0.067785	0.017383	0.090514	-0.022846	0.083393	-0.044100	-0.028138	0.030837
projid36492755	-0.035045	0.001462	-0.000361	-0.009030	0.052114	-0.006136	-0.012630	0.012246	-0.029460	0.037318	0.077012	0.052945	-0.027414	-0.010836	-0.011963	-0.044042	-0.038851	-0.023805	-0.009804
projid36830117	0.085553	-0.037298	-0.039951	-0.051761	-0.049976	0.071965	0.149239	0.035926	0.004324	-0.048018	-0.039519	-0.047100	0.028535	0.003957	0.062566	-0.012176	0.054640	0.028752	0.012982
projid37065652	0.049809	-0.041347	-0.068316	-0.022924	0.000994	0.064584	0.006381	0.041777	0.028580	-0.027605	-0.039548	-0.001403	0.034015	-0.025735	-0.026269	-0.060183	-0.007749	0.000698	0.001149
projid3713990	-0.009299	-0.016672	-0.052839	0.019982	0.034243	0.021853	-0.007520	0.015442	0.022781	0.011428	0.017143	0.042826	-0.042622	0.063817	-0.043844	-0.004528	0.010559	0.022130	-0.008673
projid37178462	-0.002573	0.056539	0.044913	0.042675	0.045838	-0.033683	0.004170	-0.034676	-0.057198	0.039238	0.064175	0.040372	-0.019320	-0.050118	0.013668	-0.051274	0.046867	-0.003733	-0.048456
projid37527863	0.035569	-0.061659	-0.095612	-0.077796	-0.068204	0.081230	0.039723	0.051333	0.085958	-0.093711	-0.064908	-0.088587	0.024583	0.085031	0.015851	0.045809	-0.033709	0.002997	0.057322
projid39316600	0.020277	0.017130	0.019824	-0.002161	-0.032638	-0.022535	0.010358	-0.029041	0.000494	-0.025372	-0.034748	-0.034613	-0.036270	-0.003515	0.038915	0.047593	0.006184	0.039758	-0.001857
projid39484737	0.002214	0.023569	0.000240	-0.000597	0.021099	0.001622	0.005599	-0.002678	-0.012665	0.000810	0.006145	0.016982	0.011530	0.025133	0.018126	-0.005929	0.025777	0.002429	-0.001375
projid39989287	0.014653	-0.020186	-0.005450	-0.024642	-0.032537	0.022778	0.003325	0.029961	0.009082	-0.012324	-0.020338	-0.033030	0.053124	-0.008572	0.015850	0.021664	-0.000469	-0.002524	0.025910
projid43074402	-0.020312	0.009589	0.017777	0.000239	0.012869	-0.003389	-0.005350	0.006237	-0.029779	0.023796	0.008952	0.014360	-0.001583	-0.010060	-0.012768	0.022001	-0.019480	-0.008126	-0.005320
projid43485807	0.025481	0.023158	0.016552	0.021799	0.032158	-0.007305	-0.072440	-0.006711	-0.026973	0.021204	0.004276	0.033658	-0.021849	-0.036955	-0.086643	0.023743	-0.053326	-0.056437	-0.031652
projid44019405	-0.008482	-0.054631	-0.031728	-0.028973	-0.019392	0.032029	0.039641	0.058702	0.021984	0.015560	0.002729	0.002204	0.053763	0.026845	0.052012	0.022361	-0.035581	0.004628	0.051491
projid44299049	-0.011108	-0.027415	-0.032649	-0.024427	0.018748	0.042521	-0.005992	0.061754	0.025756	0.040249	0.074348	0.031634	-0.012829	0.119554	-0.017929	-0.009577	0.000040	0.020084	0.034513
projid45115248	-0.072466	-0.032081	-0.003472	-0.004633	-0.007279	-0.016111	0.031156	0.030231	0.005778	0.040786	0.004793	0.024691	0.037034	0.092606	0.041602	0.025075	0.030712	0.007299	0.033955
projid45566083	-0.059532	-0.090445	-0.076860	-0.048370	-0.064247	0.017846	0.052826	0.052395	0.098833	-0.029216	-0.055841	-0.029326	0.060429	0.139713	0.033972	0.103781	-0.022802	-0.027618	0.074523
projid45800230	0.039058	-0.012472	-0.005065	0.001136	0.008307	0.016168	0.028799	-0.000693	-0.031282	0.005885	-0.009646	0.011287	-0.000546	0.003657	-0.003113	-0.027479	0.001498	-0.001060	-0.028280
projid46000440	-0.031039	0.095254	0.090736	0.092739	0.074477	-0.083769	-0.041611	-0.083056	-0.085955	0.059224	0.064518	0.069505	-0.062268	-0.017331	0.001081	-0.066982	0.009533	-0.032215	-0.076639
projid46246604	0.091727	0.052745	-0.032864	-0.048388	0.006530	-0.014852	-0.047180	-0.032932	0.050292	-0.052920	0.014004	-0.036773	-0.134017	0.025282	-0.036160	0.166969	-0.103176	-0.098660	-0.022424
projid46251007	-0.033872	0.052697	0.047380	0.028687	0.073988	-0.040060	-0.032312	-0.015097	-0.073669	0.081223	0.076260	0.072214	-0.028431	-0.027621	-0.016906	-0.082225	-0.039428	-0.024566	-0.039598
projid46369736	-0.000176	0.018529	0.003633	-0.009590	0.070098	0.018502	-0.054521	0.034595	-0.001847	0.058704	0.071569	0.076602	0.001628	-0.010799	-0.036294	-0.052964	-0.013675	0.001310	0.000600
projid482428	0.040456	0.007195	-0.020143	0.030552	-0.005421	0.017382	-0.012208	-0.025735	0.009441	-0.034759	-0.034868	-0.007199	0.021114	0.025720	-0.029669	0.021580	-0.020904	-0.019159	-0.020138
projid4879843	-0.020092	0.013790	0.038677	0.047061	-0.028306	-0.050450	0.057627	-0.038563	-0.027657	0.000421	-0.046009	-0.023450	-0.001962	-0.050848	0.086312	-0.048380	0.094009	-0.007258	-0.024470
projid50100482	-0.053735	-0.051955	-0.016184	-0.036087	-0.029228	0.002103	0.015325	0.041244	0.012123	0.032654	0.011010	-0.002451	0.046359	0.113983	0.033619	0.012468	-0.001884	0.064550	0.062764
projid50100518	-0.023768	-0.015833	-0.033218	-0.016317	0.029856	-0.006097	0.045474	-0.004933	0.006571	0.006253	0.045864	0.017234	0.017684	0.069667	-0.004655	-0.052811	0.080196	0.015981	-0.008681
projid50100770	0.005369	-0.052385	-0.020897	-0.069614	-0.075416	0.036803	0.071648	0.032666	0.031534	-0.053416	-0.025017	-0.082673	0.012830	0.023674	0.065760	0.015317	0.031886	0.059846	0.064311
projid50100806	-0.105445	-0.003095	0.059659	0.040136	0.006309	-0.072169	-0.041968	-0.027746	-0.015286	0.067719	0.022316	0.039918	-0.070913	-0.009009	0.000002	-0.029744	-0.028710	-0.021654	0.002647
projid50100932	-0.001282	-0.042971	-0.081123	-0.025686	0.006319	0.041670	0.022511	0.045033	0.044966	-0.030111	-0.030526	0.009419	0.010256	0.101975	-0.037546	0.007020	0.021964	-0.027327	0.022563
projid50101073	-0.027668	-0.004853	-0.013233	-0.030139	0.038006	-0.005994	-0.032998	0.019804	0.029189	0.034979	0.038820	0.017191	-0.024009	0.027962	-0.020533	0.043096	-0.081036	-0.034586	0.024384
projid50101523	-0.042518	-0.004801	-0.047666	-0.032014	0.063133	-0.046317	-0.024900	-0.022428	0.040543	0.023757	0.056174	0.026608	-0.016488	0.131485	-0.059767	0.001334	-0.020238	-0.055735	-0.007704
projid50101659	0.016780	0.075733	0.086654	0.069017	0.023763	-0.082947	-0.036076	-0.100182	-0.088068	0.024229	-0.041269	0.014994	-0.040088	-0.078060	-0.024308	-0.007441	0.000882	-0.088575	-0.091139
